instance,n,algorithm,seed,run,tour_length,runtime_s,hk_length,hk_time_s
data200,200,Genetic Algorithm,3,3,8666.666675748675,2.117660399992019,,
data200,200,Genetic Algorithm,4,4,8943.418710174194,1.9959006999852136,,
data200,200,Genetic Algorithm,5,5,8687.493859977943,2.0536515999992844,,
data200,200,Genetic Algorithm,6,6,8526.603250281305,2.1771124000079,,
data200,200,Genetic Algorithm,7,7,9056.158688226838,2.045704600022873,,
data200,200,Genetic Algorithm,8,8,8972.376746190293,2.1948036999965552,,
data200,200,Genetic Algorithm,9,9,8907.809464395323,2.1530434000014793,,
data200,200,Genetic Algorithm,10,10,8739.688875577034,2.01190020001377,,
data200,200,Genetic Algorithm,11,11,8459.878231614206,2.0145856000017375,,
data200,200,Genetic Algorithm,12,12,9083.951363734503,1.9938161000027321,,
data200,200,Nearest-Neighbor,,0,9037.996024458214,0.09705009998288006,,
data200,200,Nearest-Neighbor,,1,8822.428426502094,0.13838190003298223,,
data200,200,Nearest-Neighbor,,2,8734.337186546629,0.20599240000592545,,
data200,200,Nearest-Neighbor,,3,8813.69654118105,0.14583480003057048,,
data200,200,Nearest-Neighbor,,4,8474.34827622965,0.2062778000254184,,
data200,200,Nearest-Neighbor,,5,9166.27767655714,0.12288700003409758,,
data200,200,Nearest-Neighbor,,6,8754.178443857296,0.17066129995509982,,
data200,200,Nearest-Neighbor,,7,8697.15148952825,0.18741760001285002,,
data200,200,Nearest-Neighbor,,8,8845.273853042489,0.21549019997473806,,
data200,200,Nearest-Neighbor,,9,8748.283296411291,0.17496839998057112,,
data200,200,Nearest-Neighbor,,10,8638.210706040672,0.17592540004989132,,
data200,200,Nearest-Neighbor,,11,8523.650303787823,0.2238812000141479,,
data200,200,Nearest-Neighbor,,12,8701.970759811828,0.2503413000376895,,
data200,200,Genetic Algorithm,0,0,8756.743227692012,1.9571107999654487,,
data200,200,Genetic Algorithm,1,1,8679.279981077592,1.9610099000274204,,
data200,200,Genetic Algorithm,2,2,8659.906684077576,1.918717699998524,,
data200,200,Genetic Algorithm,3,3,8666.666675748675,1.9413681000005454,,
data200,200,Genetic Algorithm,4,4,8943.418710174194,1.8897802000283264,,
data200,200,Genetic Algorithm,5,5,8687.493859977943,1.9446559000061825,,
data200,200,Genetic Algorithm,6,6,8526.603250281305,2.0459175999858417,,
data200,200,Genetic Algorithm,7,7,9056.158688226838,2.11429820000194,,
data200,200,Genetic Algorithm,8,8,8972.376746190293,2.13055959995836,,
data200,200,Genetic Algorithm,9,9,8907.809464395323,2.0316869000089355,,
data200,200,Genetic Algorithm,10,10,8739.688875577034,2.0481787000317127,,
data200,200,Genetic Algorithm,11,11,8459.878231614206,2.10074419999728,,
data200,200,Genetic Algorithm,12,12,9083.951363734503,2.0733213999774307,,
